fname,sentence,I-ORG
pr5564_37,21,"Det, Gamle, Testamente"
pr5567_37,72,Testamente
pr5568_37,71,Facebook
pr5570_37,17,liga
pr5572_37,76,Ham
pr5574_37,5,Testamente
pr5581_37,20,Ham
pr5585_37,72,Testamente
pr5587_37,16,liga
pr5592_38,34,"Kristeligt, Dagblad"
pr5593_38,14,Facebook
pr5595_38,42,DR2
pr5597_38,20,Testamente
pr5597_38,22,Testamente
pr5597_38,28,Testamente
pr5598_38,17,"Det, Gamle"
pr5600_38,10,Det
pr5600_38,22,Folkekirken
pr5600_38,24,Testamente
pr5600_38,36,"Det, Gamle, Testamente"
pr5601_38,5,"Det, Gamle, Testamente"
pr5601_38,12,Testamente
pr5606_38,37,ak
pr5609_38,14,"Det, Gamle, Testamente"
pr5613_38,15,"Gamle, Testamentes"
pr5614_38,54,"Det, Gamle"
pr5616_38,0,"Kristeligt, Dagblad"
pr5616_38,43,"Det, Gamle, Testamente"
pr5618_38,23,Folkekirkens
pr5618_38,23,FDF
pr5621_38,33,"Lille, Bibel"
pr5622_38,11,"Det, Nye, Testamente"
pr5622_38,63,"Kristeligt, Dagblad"
pr5623_38,0,Danmarks
pr5623_38,24,Gamle
pr5624_38,9,tennis
pr5625_38,10,Facebook
pr5625_38,16,Facebook
pr5628_38,22,"Det, Gamle, Testamente"
pr5629_38,16,Fitness
pr5633_38,55,Det
pr5633_38,55,Testamente
pr5634_38,8,FDF
pr5634_38,36,HC
pr5634_38,47,FDF
pr5634_38,49,FDF
pr5634_38,54,FDF
pr5635_38,64,Islamisk
pr5639_38,61,"Det, Gamle, Testamente"
pr5640_38,21,"Kristeligt, Dagblad"
pr5643_38,34,Facebook
pr5646_38,1,Kristeligt
pr5646_38,46,Testamente
pr5647_38,44,Testamente
pr5648_38,13,"Gamle, Testamente"
pr5648_38,75,Folkekirken
pr5650_38,81,"Vejle, town"
pr5652_38,7,Det
pr5652_38,7,Testamente
pr5652_38,39,"Gamle, Testamente"
pr5652_38,43,Ham
pr5653_38,15,Testamente
pr5653_38,32,"Det, Gamle, Testamente"
pr5653_38,59,"Gamle, Testamente"
pr5653_38,74,Det
pr5654_38,1,Facebook
pr5655_38,48,splinter
pr5655_38,71,"Det, Gamle, Testamente"
pr5656_38,57,folketinget
pr5659_38,26,Ham
pr5661_38,66,Ham
pr5662_38,30,"Det, Gamle, Testamente"
pr5663_38,2,FDF
pr5664_38,0,"Kristeligt, Dagblad"
pr5664_38,9,"Esbjerg, KFUM"
pr5665_38,38,P2
pr5668_38,43,P2
pr5674_38,30,"Det, Gamle, Testamente"
pr5675_38,3,Testamente
pr5678_38,1,Det
pr5680_38,52,Det
pr5680_38,64,"Det, Gamle, Testamente"
pr5684_38,84,"Kristeligt, Dagblad"
pr5685_38,2,Testamente
pr5685_38,4,Noas
pr5685_38,7,Det
pr5685_38,7,Testamente
pr5685_38,38,"Kristeligt, Dagblad"
pr5692_38,35,Nord
pr5694_38,46,Ham
pr5698_38,3,"Gamle, Testamente"
pr5702_39,1,"Hellig, Tre, kongers"
pr5707_39,3,Bilka
pr5713_39,0,Folkekirkens
pr5713_39,11,Israels
pr5718_39,12,’
pr5719_39,0,Folkekirken
pr5719_39,2,Folkekirken
pr5719_39,8,Testamente
pr5723_39,0,giro
pr5731_39,4,TV2
pr5734_39,14,Testamente
pr5738_39,7,Superbrugsen
pr5738_39,45,Lines
pr5742_39,12,"Kristeligt, Dagblad"
pr5746_40,10,Ham
pr5747_40,37,Brøndby
pr5747_40,39,Ham
pr5747_40,69,Paradise
pr5749_40,13,Ham
pr5749_40,14,Ham
pr5749_40,15,Ham
pr5750_40,55,Ham
pr5757_40,15,"Luthersk, evangeliske"
pr5758_40,22,Ham
pr5759_40,11,Ham
pr5759_40,15,damerne
pr5759_40,16,Ham
pr5759_40,19,Ham
pr5759_40,20,Ham
pr5761_40,8,Ham
pr5761_40,8,Ham
pr5762_40,31,oplev
pr5763_40,45,EU
pr5764_40,5,Ham
pr5764_40,32,Ham
pr5764_40,32,Ham
pr5766_40,13,Ham
pr5768_40,11,Ham
pr5768_40,15,damerne
pr5768_40,16,Ham
pr5768_40,19,Ham
pr5768_40,20,Ham
pr5769_40,25,brugsen
pr5769_40,38,Brugsen
pr5772_40,0,Ham
pr5772_40,0,Ham
pr5772_40,25,Ham
pr5772_40,26,Ham
pr5773_40,5,Ham
pr5773_40,32,Ham
pr5774_40,8,Ham
pr5774_40,9,Ham
pr5774_40,70,Ham
pr5775_40,2,"New, -, Orleans, USA"
pr5775_40,8,Ham
pr5775_40,15,Ham
pr5776_40,8,jødiske
pr5776_40,26,brugsen
pr5778_40,25,"Ham, –"
pr5780_40,24,"eks, -"
pr5782_40,1,IT
pr5782_40,9,Ham
pr5784_40,8,Volvo
pr5785_40,4,Søns
pr5787_40,10,Ham
pr5787_40,16,Ham
pr5787_40,16,Ham
pr5788_40,19,Ham
pr5788_40,20,Ham
pr5789_40,25,Ham
pr5791_40,1,FDF
pr5791_40,1,FDF
pr5794_40,21,Ham
pr5795_40,3,Ham
pr5796_40,3,damerne
pr5800_40,6,EU
pr5800_40,7,EU
pr5800_40,28,Kristeligt
pr5805_40,16,"Luthersk, evangeliske"
pr5806_40,25,Ham
pr5808_40,11,Ham
pr5808_40,15,damerne
pr5808_40,16,Ham
pr5808_40,19,Ham
pr5808_40,20,Ham
pr5809_40,7,Ham
pr5809_40,43,Ham
pr5810_40,1,Ham
pr5810_40,28,Barnet
pr5811_40,24,Ham
pr5813_40,6,Kristne
pr5813_40,17,Brugsen
pr5814_40,41,Ham
pr5817_40,14,Brugsen
pr5818_40,32,Ham
pr5819_40,13,EU
pr5825_40,16,co
pr5826_40,41,Ham
pr5827_40,26,Sas
pr5827_40,27,Ferrari
pr5827_40,27,Audi
pr5827_40,39,Ham
pr5833_40,6,Ham
pr5833_40,34,Ham
pr5836_40,19,Ham
pr5837_40,5,"-, Lanka"
pr5838_40,10,Ham
pr5838_40,17,Ham
pr5838_40,24,Beatles
pr5839_40,1,"New, -, Orleans, USA"
pr5839_40,6,Ham
pr5844_40,16,Ham
pr5844_40,20,Ham
pr5847_40,24,volvo
pr5848_40,44,Ham
pr5848_40,45,Ham
pr5849_40,21,Informations
pr5851_40,14,"-, Cola"
pr5851_40,14,føtex
pr5853_40,13,Volkswagen
pr5854_40,27,FN
pr5854_40,27,EU
pr5854_40,29,"hammel, –"
pr5854_40,29,FN
pr5854_40,29,EU
pr5854_40,33,cirkusrevyen
pr5855_40,14,"Ham, –"
pr5855_40,17,Ham
pr5860_40,18,Ham
pr5862_40,25,Ham
pr5865_40,1,Ham
pr5865_40,21,Ham
pr5869_40,7,Ham
pr5870_40,3,"Ignatius, af, Loyola"
pr5870_40,8,Ham
pr5874_40,13,Ham
pr5874_40,14,Ham
pr5874_40,15,Ham
pr5878_40,27,Ham
pr5879_40,17,Ham
pr5880_40,26,Ham
pr5880_40,27,Ham
pr5882_40,4,sl
pr5882_40,18,Tv
pr5883_40,38,Ham
pr5884_40,14,Beatles
pr5885_40,26,Ham
pr5885_40,37,IS
pr5885_40,48,Ham
pr5885_40,52,Ham
pr5886_40,20,"Ham, –"
pr5886_40,20,lego
pr5888_40,21,Ham
pr5888_40,34,SE
pr5889_40,9,Ham
pr5889_40,9,Ham
pr5889_40,18,Ham
pr5890_40,5,Ham
pr5890_40,32,Ham
pr5890_40,32,Ham
pr5890_40,36,Ham
pr5893_40,9,Ham
pr5895_40,18,DR1
pr5895_40,21,eventyrernes
pr5896_40,0,Himmelfartsdag
pr5897_40,7,katolske
pr5900_40,16,Ham
pr5901_40,19,Ham
pr5902_40,4,damerne
pr5903_40,2,romerske
pr5909_41,0,fodboldlandshold
pr5909_41,59,Ham
pr5911_41,45,GT
pr5915_41,79,Ham
pr5915_41,108,Ham
pr5920_41,43,Ham
pr5921_41,41,Ham
pr5921_41,55,Ham
pr5922_41,48,Ham
pr5923_41,25,Facebook
pr5924_41,34,Facebook
pr5925_41,6,Fitness
pr5925_41,82,Testamente
pr5926_41,53,Ham
pr5927_41,52,katolske
pr5928_41,54,Ham
pr5928_41,62,Ham
pr5930_41,20,Ham
pr5930_41,72,Ham
pr5931_41,30,Ham
pr5931_41,49,Bethesda
pr5933_41,78,forladelse
pr5934_41,14,Ham
pr5941_41,34,"Rolls, Royce"
pr5942_41,64,Naboen
pr5943_41,73,Ham
pr5944_41,50,regiments
pr5945_41,53,katolske
pr5947_41,9,Ham
pr5949_41,29,Ham
pr5950_41,13,Ham
pr5951_41,29,Facebook
pr5951_41,57,Ham
pr5952_41,38,reformationstiden
pr5953_42,50,pusher
pr5954_42,65,abba
pr5955_42,47,Det
pr5959_42,44,Det
pr5959_42,52,Ham
pr5959_42,54,"Det, Nye, Testamente"
pr5960_42,78,Rank
pr5965_42,2,Ham
pr5965_42,23,Ham
pr5965_42,38,Ham
pr5965_42,78,Ham
pr5966_42,54,"Gamle, Testamente"
pr5969_42,36,Det
pr5969_42,45,"Det, Gamle"
pr5971_42,64,ak
pr5971_42,69,ak
pr5971_42,72,ak
pr5972_42,71,ak
pr5972_42,76,ak
pr5972_42,79,ak
pr5974_42,4,Ham
pr5976_42,1,Ham
pr5976_42,51,GT
pr5976_42,83,Ham
pr5977_42,7,Danske
pr5977_42,15,"Danske, Kirke"
pr5977_42,45,"Det, Gamle, Testamente"
pr5977_42,112,Ham
pr5978_42,7,Ham
pr5978_42,40,Ham
pr5981_42,82,Ham
pr5985_42,49,Testamente
pr5987_42,29,"Det, Gamle"
pr5987_42,49,Testamente
pr5988_42,58,"Det, Gamle"
pr5988_42,63,Det
pr5992_42,22,SOS
pr5992_42,56,SOS
pr5993_42,4,SOS
pr5995_42,88,Peters
pr5998_42,16,fodboldlandshold
pr6000_42,84,Ham
pr6001_42,50,"Det, Nye"
pr6001_42,56,Ham
pr6001_42,57,Ham
pr6001_42,102,Ham
pr6004_42,11,Det
pr6004_42,11,Testamente
pr6014_42,3,Det
pr6014_42,3,Testamente
pr6014_42,89,Mercedes
pr6014_42,89,Porsche
pr6015_42,15,håndboldlandshold
pr6018_42,18,Mærsk
pr6018_42,101,"Londons, Metro"
pr6018_42,112,"Londons, Metro"
pr6019_42,4,"Danske, Folkekirke"
pr6020_42,24,Det
pr6022_42,46,"Det, Gamle"
pr6022_42,46,Det
pr6022_42,56,Det
pr6022_42,70,Det
pr6025_42,32,Testamente
pr6027_42,2,hvedekorn
pr6028_42,30,Marmor
pr6028_42,45,BMW
pr6029_42,0,Bording
pr6045_42,19,romerske
pr6048_42,35,Testamente
pr6048_42,52,Ham
pr6050_42,44,Ham
pr6052_42,21,Ikast
pr6052_42,27,Ham
pr6053_42,5,EU
pr6053_42,35,"Gamle, Testamente"
pr6053_42,38,Testamente
pr6055_42,51,Peters
pr6056_42,71,forsikringsselskabet
pr6056_42,79,Det
pr6058_42,54,Ham
pr6058_42,57,Sydafrikanske
pr6066_42,0,Bethesda
pr6066_42,33,Bethesda
pr6066_42,78,Bethesda
pr6070_42,86,Folketinget
pr6073_42,73,Israels
pr6074_42,73,Kongelige
pr6074_42,88,Ham
pr6076_42,14,Testamente
pr6080_42,18,Emmaus
pr6083_42,10,Efa
pr6085_42,4,Bording
pr6085_42,18,medarbejderne
pr6086_42,25,Bording
pr6087_42,27,Bording
pr6089_42,50,Shahen
pr6092_42,27,"Kongelige, Opera"
pr6093_42,26,Ham
pr6093_42,63,Gamle
pr6093_42,68,"Det, Gamle, Testamente"
pr6093_42,90,"Det, Danske, Bibelselskab"
pr6093_42,91,"Danske, Bibelselskab"
pr6093_42,92,Det
pr6093_42,92,Testamente
pr6094_42,5,Noma
pr6094_42,18,Folkekirkens
pr6099_42,3,Avis
pr6099_42,67,Ham
pr6099_42,71,Ham
pr6099_42,71,Ham
pr6100_42,26,Testamente
pr6101_42,59,Testamente
pr6103_42,22,SAS
pr6105_42,3,hvedekorn
pr6105_42,7,hvedekorn
pr6105_42,25,IT
pr6105_42,36,hvedekorn
pr6105_42,100,hvedekorn
pr6107_42,1,"Nazi, Tysklands"
pr6107_42,48,Jesus
pr6108_42,29,jødiske
pr6109_42,31,jødiske
pr6109_42,56,jyske
pr6110_42,14,Tysklands
pr6112_42,45,Sundhedsstyrelsen
pr6113_42,6,Folkekirken
pr6117_42,72,Testamente
pr6119_42,42,jyske
pr6119_42,82,"Gamle, Testamente"
pr6121_42,49,Det
pr6121_42,49,Testamente
pr6123_42,5,Salmernes
pr6124_42,35,"World, Trade, Center"
pr6125_42,38,"Dansk, Røde, Kors"
pr6129_42,15,Facebook
pr6129_42,16,Facebook
pr6129_42,74,Ham
pr6131_42,67,Ham
pr6134_42,25,GT
pr6135_42,76,Det
pr6135_42,76,Testamente
pr6136_42,31,Efa
pr6140_42,19,Testamente
pr6140_42,66,Danske
pr6143_42,30,Det
pr6146_42,9,Det
pr6146_42,9,Testamente
pr6149_42,2,"Kirkernes, Verdensråd"
pr6157_42,50,Folkekirken
pr6158_42,56,Ham
pr6158_42,57,Ham
pr6161_42,95,Nationalbanken
pr6162_42,0,Times
pr6162_42,13,generalstab
pr6162_42,62,"Røde, Kors"
pr6162_42,63,"Røde, Kors"
pr6164_42,5,Hennes
pr6164_42,6,"Ruhr, distrikt"
pr6164_42,8,Hennes
pr6164_42,14,"”, Hennes"
pr6164_42,16,Hennes
pr6164_42,32,"”, Hennes"
pr6164_42,48,Det
pr6164_42,48,Testamente
pr6165_42,50,Himmelfart
pr6166_42,37,Jysk
pr6167_42,16,beachvolley
pr6168_42,83,forladelse
pr6168_42,106,forladelse
pr6169_42,24,Ham
pr6170_42,13,Ham
pr6174_42,11,Det
pr6179_42,65,forladelse
pr6180_42,33,jødiske
pr6181_42,56,Danske
pr6181_42,82,"Harvard, universitet"
pr6183_42,34,Gamle
pr6185_42,34,Ham
pr6190_42,45,IS
pr6190_42,45,Islamisk
pr6191_42,41,Talent
pr6191_42,44,Talent
pr6191_42,54,Ham
pr6192_42,72,hvedekorn
pr6192_42,79,hvedekorn
pr6196_43,32,"la, Jehovas, Vidner"
pr6199_43,45,Bibel
pr6203_43,33,Det
pr6203_43,33,Testamente
pr6203_43,37,Ham
pr6209_43,4,Konfirmationen
pr6209_43,31,ak
pr6214_43,2,Himmerigets
pr6214_43,3,"Det, Sixtinske, Kapel"
pr6218_43,16,Det
pr6221_43,25,"Det, Gamle"
pr6221_43,25,Det
pr6221_43,25,Testamente
pr6224_43,39,Søns
pr6228_43,10,Gamle
pr6229_43,16,"Det, Gamle, Testamente"
pr6230_43,1,DDS
pr6231_43,36,Det
pr6231_43,36,Testamente
pr6237_43,38,"Det, Gamle"
pr6242_43,21,Salmernes
pr6243_43,8,Det
pr6243_43,8,Testamente
pr6244_43,17,Ham
pr6247_43,8,Det
pr6252_43,7,Testamente
pr6254_43,4,Testamente
pr6254_43,4,Det
pr6254_43,4,Testamente
pr6254_43,10,DR
pr6261_43,0,”
pr6263_43,12,audi
pr6266_43,10,Det
pr6266_43,17,Testamente
pr6272_43,40,"Det, Teologiske, Fakultet"
pr6281_43,1,Folkekirken
pr6282_43,18,Det
pr6286_43,4,evangelist
pr6296_43,28,"Ungdommens, Røde, Kors"
pr6298_43,16,Facebook
pr6299_43,15,Det
pr6300_43,2,News
pr6301_43,2,Ark
pr6301_43,14,"Det, Gamle"
pr6302_43,0,Det
pr6305_43,41,DDS
pr6305_43,42,DDS
pr6306_43,4,Ballet
pr6306_43,15,"Det, Gamle, Testamente"
pr6308_43,0,"Det, Gamle, Testamente"
pr6308_43,8,"Det, Gamle"
pr6308_43,8,Det
pr6308_43,8,Testamente
pr6308_43,15,evangeliske
pr6308_43,15,"Danske, Folkekirke"
pr6315_43,28,"romersk, katolske"
pr6315_43,35,Det
pr6315_43,35,Testamente
pr6321_43,32,Gamle
pr6322_43,5,"DR, P2"
pr6323_43,24,LEGO
pr6324_43,35,Salmernes
pr6324_43,35,Det
pr6324_43,35,Testamente
pr6324_43,35,DDS
pr6326_43,0,DDS
pr6326_43,3,DDS
pr6327_43,25,Salmernes
pr6327_43,25,Det
pr6329_44,15,Lego
pr6329_44,54,Testamente
pr6330_44,15,Lego
pr6330_44,54,Testamente
pr6332_44,0,Selskab
pr6333_44,0,Ik
pr6333_44,1,Ik
pr6334_44,32,Politiken
pr6336_44,13,"Notre, -"
pr6336_44,57,Ham
pr6337_44,1,"Statoil, Stationer"
pr6341_44,16,"Den, Katolske"
pr6342_44,13,Matthæusevangeliet
pr6344_44,40,Informations
pr6344_44,40,"Det, Gode, Liv"
pr6349_44,47,blæsten
pr6350_44,32,Politiken
pr6351_44,3,regime
pr6352_44,8,Danmarks
pr6352_44,33,Mercedes
pr6352_44,36,Det
pr6352_44,36,Testamente
pr6355_44,55,Det
pr6356_44,34,Team
pr6359_44,1,"Chicago, ”"
pr6359_44,14,Facebook
pr6359_44,38,De
pr6360_44,4,Iphone
pr6360_44,42,Folkekirken
pr6361_44,48,Ham
pr6364_44,9,"Det, Gamle, Testamente"
pr6364_44,25,eftergiver
pr6366_44,71,ak
pr6370_44,51,Ham
pr6375_44,49,Testamente
pr6379_44,15,Gamle
pr6380_44,15,FDF
pr6383_44,26,Det
pr6383_44,26,Testamente
pr6383_44,26,Det
pr6383_44,26,Testamente
pr6384_44,26,Det
pr6384_44,26,Testamente
pr6384_44,26,Det
pr6384_44,26,Testamente
pr6389_44,1,DR2
pr6389_44,39,Ham
pr6390_44,44,Kristi
pr6395_44,17,Lot
pr6395_44,37,Noas
pr6397_44,68,"Indre, Mission"
pr6397_44,78,Folkekirken
pr6406_44,59,Ham
pr6406_44,60,Ham
pr6407_44,43,”
pr6410_44,24,Slam
pr6420_44,23,"Det, Gamle, Testamente"
pr6420_44,37,Det
pr6420_44,37,Testamente
pr6420_44,47,Det
pr6420_44,47,Testamente
pr6423_44,8,Ham
pr6423_44,24,Det
pr6424_44,11,Testamente
pr6427_44,0,Song
pr6427_44,2,Emmelie
pr6427_44,2,Forest
pr6427_44,17,europæiske
pr6427_44,17,Grand
pr6429_44,47,Matador
pr6431_44,19,Pi
pr6437_44,2,DR
pr6437_44,6,DR
pr6441_44,18,barnsben
pr6442_44,16,Matthæusevangeliet
pr6444_44,63,hvedekorn
pr6446_44,0,DR
pr6448_44,9,katolske
pr6448_44,10,katolske
pr6449_44,16,Bilka
pr6449_44,83,"Roskilde, Festivalen"
pr6449_44,83,Katedral
pr6451_44,2,Matthæusevangeliet
pr6455_45,18,Ham
pr6455_45,21,Ham
pr6457_45,6,katolske
pr6457_45,6,lutherske
pr6457_45,12,Sankt
pr6457_45,23,"Det, Gamle"
pr6460_45,13,Pinsekirken
pr6460_45,33,Det
pr6462_45,3,jagerfly
pr6462_45,23,Nye
pr6463_45,52,Sl
pr6467_45,0,Facebook
pr6467_45,11,"-, Cola"
pr6475_45,7,"Aarhus, Universitet"
pr6476_46,84,Ham
pr6477_46,72,"Frelsens, Hær"
pr6479_46,34,TV2
pr6479_46,34,"Air, Asia"
pr6479_46,73,Frelser
pr6480_46,11,America
pr6480_46,102,Ham
pr6480_46,103,Hellig
pr6482_46,32,GT
pr6487_46,50,Ham
pr6488_46,50,SK
pr6488_46,56,TV2
pr6490_46,41,Anno
pr6493_46,52,Brugsen
pr6494_46,20,Ham
pr6495_46,61,Sydbank
pr6497_46,21,Bilka
pr6497_46,22,Fona
pr6498_46,67,TV2
pr6498_46,102,DDS
pr6503_46,10,Israels
pr6503_46,18,"Israels, Folk"
pr6503_46,30,Skævinge
pr6503_46,47,Ham
pr6505_46,26,Ham
pr6505_46,39,TV2
pr6508_46,0,News
pr6508_46,17,TV2
pr6512_46,103,Noas
pr6513_46,42,Folkekirkens
pr6516_46,46,Ham
pr6520_46,15,TV
pr6520_46,15,TV
pr6522_46,5,TV
pr6522_46,5,Venstre
pr6522_46,82,venstres
pr6524_46,11,DR
pr6524_46,12,TV2
pr6524_46,13,Film
pr6524_46,68,IS
pr6525_46,11,"Kristeligt, Dagblad"
pr6525_46,13,"Københavns, Universitet"
pr6526_46,8,TV
pr6527_46,2,Ham
pr6528_46,30,Netto
pr6528_46,38,Ny
pr6528_46,57,luthersk
pr6530_46,7,Swansea
pr6530_46,18,Swansea
pr6533_46,13,Tivoli
pr6535_46,31,lutherske
pr6537_46,9,Brugsen
pr6537_46,19,TV
pr6537_46,22,TV
pr6537_46,71,Ham
pr6538_46,36,Beder
pr6538_46,58,Ham
pr6542_46,1,TV
pr6542_46,2,"World, Trade, Center"
pr6543_46,56,Jesus
pr6544_46,10,"Tønder, Bank"
pr6545_46,48,Strø
pr6545_46,131,DDS
pr6546_46,30,folketinget
pr6548_46,14,Lille
pr6552_46,12,Brugsen
pr6552_46,13,Brugsen
pr6552_46,15,Brugsen
pr6552_46,33,Brugsen
pr6555_46,78,TV
pr6555_46,88,TV2
pr6556_46,41,Netto
pr6556_46,41,Netto
pr6556_46,42,Netto
pr6561_46,7,TV
pr6561_46,30,Facebook
pr6561_46,31,Facebook
pr6564_46,71,ak
pr6564_46,81,ak
pr6565_46,4,GT
pr6566_46,5,GT
pr6568_46,28,Ham
pr6568_46,63,DDS
pr6570_46,5,DDS
pr6570_46,7,DDS
pr6571_46,22,Elefanten
pr6574_46,39,GT
pr6575_46,37,GT
pr6575_46,61,GT
pr6576_46,67,Ham
pr6576_46,77,Regionsrådet
pr6576_46,104,Ham
pr6576_46,111,Ham
pr6577_46,7,Bauhaus
pr6577_46,22,DDS
pr6577_46,29,DDS
pr6577_46,40,DDS
pr6578_46,0,TV
pr6578_46,2,TV
pr6580_46,54,DDS
pr6580_46,80,DDS
pr6581_46,18,Ham
pr6582_46,83,Ham
pr6585_46,87,bordtennis
pr6586_46,54,Ham
pr6587_46,37,TDC
pr6588_46,6,TV
pr6589_46,65,Ham
pr6590_46,2,Ham
pr6590_46,47,TV
pr6591_46,103,Ham
pr6594_46,85,ak
pr6597_46,11,"Ruslands, præsident"
pr6598_46,51,Ham
pr6599_46,17,BBC
pr6601_46,56,Testamente
pr6603_46,32,-
pr6609_46,14,Ham
pr6609_46,42,"Det, Røde"
pr6609_46,67,Ham
pr6612_46,38,"Danmarks, Statistik"
pr6614_46,93,Hellige
pr6615_46,29,Afrikas
pr6615_46,38,Psykologisk
pr6615_46,49,"Afrikas, Horn"
pr6616_46,0,Gammel
pr6621_46,92,GT
pr6622_46,39,Hellige
pr6622_46,40,Guddommelige
pr6622_46,47,Hellige
pr6622_46,68,"Den, Hellige"
pr6622_46,73,Hellige
pr6622_46,79,Hellige
pr6622_46,82,Hellige
pr6623_46,11,Mighty
pr6623_46,46,romerske
pr6624_46,1,Ham
pr6626_46,20,Ham
pr6627_46,65,Ham
pr6628_46,31,luthersk
pr6628_46,118,Ham
pr6629_46,8,Ham
pr6631_46,5,Hellige
pr6631_46,21,Hellige
pr6631_46,54,Hellige
pr6632_46,76,Ham
pr6633_46,53,Netto
pr6637_46,63,ak
pr6637_46,67,Netto
pr6638_46,0,TV2
pr6640_46,9,Benz
pr6640_46,101,Facebook
pr6642_46,50,Facebook
pr6642_46,79,Ny
pr6643_46,36,IS
pr6646_46,70,Skoda
pr6646_46,73,Ham
pr6647_46,2,Ham
pr6648_46,48,DDS
pr6649_46,6,sportsklubben
pr6650_46,0,Sl
pr6651_46,61,Ham
pr6652_46,44,Ham
pr6653_46,20,Suzuki
pr6653_46,24,Statsministeriet
pr6653_46,29,TV
pr6654_46,92,Ham
pr6656_46,14,ak
pr6657_46,9,TV
pr6660_46,4,"Kristeligt, Dagblad"
pr6660_46,60,vejdirektoratet
pr6661_46,39,irakiske
pr6661_46,76,TV
pr6662_46,7,folketinget
pr6664_46,0,Rigshospitalet
pr6664_46,50,DDs
pr6664_46,67,DDS
pr6665_46,18,DMI
pr6667_46,31,DI
pr6667_46,31,LO
pr6667_46,31,3F
pr6667_46,31,HK
pr6667_46,31,FOA
pr6669_46,32,Ny
pr6670_46,20,TV
pr6671_46,31,EU
pr6671_46,31,OECD
pr6671_46,39,TV
pr6671_46,67,Ham
pr6672_46,37,Bud
pr6674_46,59,lutherske
pr6674_46,93,GT
pr6675_46,2,Kongers
pr6680_46,7,"-, Aqsa"
pr6686_46,51,Christiansborg
pr6686_46,64,Ham
pr6688_46,25,TV
pr6688_46,26,Taleban
pr6689_46,71,Ham
pr6690_46,23,"Røde, Kors"
pr6690_46,23,Dansk
pr6690_46,23,Folkekirkens
pr6690_46,27,Folkekirkens
pr6691_46,3,FK
pr6691_46,5,FK
pr6691_46,7,FK
pr6691_46,13,"FK, ’"
pr6691_46,21,NB
pr6692_46,39,Ham
pr6692_46,60,Ham
pr6693_46,40,GT
pr6693_46,41,GT
pr6693_46,43,GT
pr6693_46,68,GT
pr6696_46,37,TV
pr6696_46,38,DR1
pr6696_46,38,TV2
pr6697_46,42,Ef
pr6697_46,57,Københavns
pr6698_46,21,Testamente
pr6698_46,28,"Kristeligt, Dagblad"
pr6699_47,2,BG
pr6701_47,33,"Kristeligt, Dagblad"
pr6705_47,5,lotto
pr6705_47,8,Rigshospitalets
pr6706_47,16,Utøya
pr6708_47,9,Folkekirken
pr6708_47,15,Testamente
pr6709_47,2,World
pr6713_47,30,EU
pr6713_47,31,EU
pr6714_47,29,Testamente
pr6715_47,11,katolske
pr6715_47,11,evangeliske
pr6715_47,21,Søns
pr6718_47,8,Radio
pr6718_47,10,Michelangelos
pr6718_47,64,Michelangelos
pr6719_47,7,SAS
pr6721_47,13,Dansk
pr6725_47,22,katolske
pr6725_47,23,katolske
pr6725_47,26,katolske
pr6732_47,61,jødiske
pr6734_47,13,"Vestre, Skoles"
pr6734_47,24,DR
pr6736_47,1,EU
pr6737_47,0,"-, preussiske"
pr6739_47,2,Danmarkshistorien
pr6739_47,15,Folkekirken
pr6742_47,5,folketinget
pr6742_47,9,ANC
pr6742_47,23,Christiansborg
pr6743_47,11,"slesvig, -"
pr6743_47,14,Testamente
pr6744_47,0,"Indre, Mission"
pr6744_47,7,"Danske, Folkekirke"
pr6744_47,9,"Indre, Mission"
pr6746_47,1,Testamente
pr6751_47,3,"Trafalgar, Square"
pr6751_47,4,Saint
pr6751_47,4,cathedral
pr6751_47,4,Bridge
pr6756_47,8,Folkekirken
pr6757_47,40,AB
pr6758_47,39,Testamente
pr6758_47,59,Danmarks
pr6759_47,0,"Danmarks, Radio"
pr6760_47,2,lutherske
pr6760_47,21,Testamente
pr6762_47,1,Ham
pr6764_47,11,DR
pr6765_47,20,"Århus, Universitet"
pr6767_47,2,Jyllandsposten
pr6767_47,3,DR
pr6767_47,24,Testamente
pr6769_47,22,Sl
pr6772_47,3,Danmarkshistorien
pr6772_47,12,folketinget
pr6772_47,13,annaler
pr6773_47,3,Enhedslisten
pr6773_47,3,"Liberal, Alliance"
pr6773_47,3,Radikale
pr6773_47,3,"Dansk, Folkeparti"
pr6775_47,1,Testamente
pr6776_47,64,evangeliske
pr6776_47,64,"tyske, evangeliske"
pr6776_47,67,"tyske, evangeliske"
pr6778_47,2,folketinget
pr6778_47,47,forladelse
pr6780_47,13,DR
pr6780_47,13,TV2
pr6780_47,14,TV2
pr6780_47,21,TV2
pr6780_47,23,Magasin
pr6783_47,6,Testamente
pr6784_47,0,folketinget
pr6786_47,40,Islamisk
pr6787_47,0,"Århus, Universitet"
pr6788_47,15,Islamisk
pr6788_47,15,Irans
pr6788_47,19,FN
pr6790_47,6,"Danmarks, Radio"
pr6790_47,44,Hellige
pr6793_47,2,"Islamisk, Stats"
pr6794_47,6,fodboldlandshold
pr6794_47,10,Islamisk
pr6798_47,10,Skoda
pr6801_48,21,katolske
pr6802_48,5,Hellig
pr6804_48,51,Riges
pr6804_48,51,Ham
pr6811_48,36,IM
pr6812_48,7,Greenpeace
pr6812_48,17,Ham
pr6820_48,71,Ham
